txn_id,txn_date,txn_type,customer_id,customer_segment,origin_id,destination_id,vendor_id,line_item,quantity,uom,revenue,direct_cost,cost_category,invoice_id,payment_date
TXN0011417,10/12/2024,sale,CUST0027,mid_market,LOC002,LOC007,,documentation_fee,11.47,,366.37,212.27,labor,INV0003805,2025-02-23
TXN0013941,2024-03-28,sale,cust0039,smb,LOC007,LOC004,VEND009,storage_fee,17.07,,430.77,318.04,tolls,INV0004647,25-May-2024
TXN0018233,11-Apr-2024,sale,CUST0011,smb,LOC002,LOC004,,documentation_fee,7.07,,158.83,,,INV0006077,06/22/2024
TXN0000675,07/28/2024,sale,CUST0026,enterprise,LOC012,LOC011,,bulk_transport,11.05,tonnes,231.91,130.83,tolls,INV0000225,12/08/2024
TXN0005134,16-Apr-2025,sale,CUST0009,smb,LOC004,LOC006,VEND002,storage_fee,11.94,,405.79,,,INV0001711,05/13/2025
TXN0000023,20/02/2025,sale,CUST0022,,LOC008,LOC009,,fuel_surcharge,13.96,trips,309.16,160.95,tolls,INV0000007,
TXN0018913,28-May-2025,sale,CUST0039,enterprise,LOC005,LOC011,,fuel_surcharge,1.71,trips,32.87,19.56,packaging,INV0006304,2025-07-31
TXN0014811,17-Nov-2024,sale,CUST0027,enterprise,LOC007,LOC002,VEND005,fuel_surcharge,3.93,trips,66.86,29.32,labor,INV0004937,30-Jan-2025
TXN0014766,14-Jan-2025,sale,cust0006,enterprise,LOC005,LOC004,,handling_fee,13.59,cartons,618.06,354.14,tolls,INV0004922,22/02/2025
TXN0018488,21-Jul-2025,sale,CUST0004,,LOC008,LOC009,VEND006,freight_charge,6.67,trips,68.71,28.28,packaging,INV0006162,
TXN0002036,2025-04-10,sale,CUST0027,smb,LOC007,LOC006,,tanker_transport,4.51,litres,151.91,119.15,tolls,INV0000678,18/05/2025
TXN0003065,2025-02-06,sale,CUST0032,mid_market,LOC005,LOC001,VEND006,freight_charge,10.57,trips,0.0,0.0,tolls,INV0001021,29-Apr-2025
TXN0014808,16/10/2024,sale,CUST0010,mid_market,LOC012,LOC011,VEND015,fuel_surcharge,14.38,trips,529.53,311.94,packaging,INV0004936,25/11/2024
TXN0006109,22-Aug-2025,sale,CUST0024,,LOC002,LOC004,,storage_fee,12.99,,591.55,425.17,packaging,INV0002036,10/21/2025
TXN0014099,08-Mar-2024,sale,CUST0026,mid_market,LOC012,LOC009,,documentation_fee,6.75,,238.57,109.19,maintenance,INV0004699,04-Apr-2024
TXN0007098,17-Apr-2025,sale,CUST0024,smb,LOC010,LOC004,VEND007,bulk_transport,17.78,tonnes,622.46,409.2,fuel,INV0002366,25-Apr-2025
TXN0006375,03-Aug-2024,sale,CUST0035,smb,LOC009,LOC004,,storage_fee,9.0,,218.11,114.09,tolls,INV0002125,
TXN0007871,15/06/2024,sale,CUST0008,enterprise,LOC010,LOC005,,fuel_surcharge,14.38,trips,265.74,155.43,maintenance,INV0002623,11-Sep-2024
TXN0007980,02/25/2024,sale,CUST0011,,LOC005,LOC011,,bulk_transport,13.29,tonnes,599.9,,,INV0002660,2024-05-21
TXN0016887,08/24/2025,sale,CUST0014,,LOC011,LOC012,VEND013,handling_fee,5.11,cartons,87.7,57.03,fuel,INV0005629,08-Sep-2025
TXN0006927,16/04/2024,credit_note,CUST0027,smb,LOC001,LOC012,VEND012,documentation_fee,9.52,,430.0,244.45,tolls,INV0002309,16-May-2024
TXN0001041,07/19/2024,sale,CUST0027,smb,LOC009,LOC002,,documentation_fee,11.51,,515.73,242.39,labor,INV0000347,2024-07-28
TXN0008824,10/08/2025,sale,CUST0030,mid_market,LOC001,LOC011,,handling_fee,13.44,cartons,155.5,78.16,packaging,INV0002941,14/09/2025
TXN0018123,16/02/2025,sale,CUST0008,mid_market,LOC003,LOC012,VEND015,storage_fee,6.91,,115.76,52.27,packaging,INV0006041,04/13/2025
TXN0000114,15-Aug-2025,sale,cust0001,smb,LOC005,LOC004,VEND007,freight_charge,7.94,trips,244.22,111.87,maintenance,INV0000038,08-Nov-2025
TXN0006991,01/02/2025,sale,CUST0036,smb,LOC005,LOC001,VEND015,documentation_fee,11.15,,223.32,169.17,maintenance,INV0002330,17/03/2025
TXN0004250,2025-02-26,sale,CUST0015,,LOC002,LOC007,,handling_fee,14.01,cartons,278.34,189.73,packaging,INV0001416,2025-04-01
TXN0007550,11/03/2024,cancelled,CUST0008,mid_market,LOC007,LOC006,,fuel_surcharge,13.85,trips,605.78,457.78,packaging,INV0002516,11/01/2025
TXN0008422,07/02/2024,sale,cust0021,enterprise,LOC008,LOC009,,freight_charge,9.61,trips,448.26,301.76,fuel,INV0002807,2024-09-03
TXN0009566,28-Apr-2025,sale,CUST0037,,LOC005,LOC003,VEND001,documentation_fee,13.2,,551.61,,,INV0003188,17-Jun-2025
TXN0016765,18/09/2024,sale,CUST0024,smb,LOC005,LOC004,,freight_charge,6.38,trips,65.05,39.57,fuel,INV0005588,
TXN0003853,2024-10-13,sale,cust0007,mid_market,LOC011,LOC012,VEND008,freight_charge,11.16,trips,0.0,0.0,fuel,INV0001284,
TXN0005813,11-May-2024,sale,CUST0013,mid_market,LOC004,LOC006,VEND008,documentation_fee,10.16,,332.73,253.36,labor,INV0001937,
TXN0013198,09/03/2024,sale,CUST0040,enterprise,LOC005,LOC001,,bulk_transport,10.96,tonnes,515.22,411.59,labor,INV0004399,13/04/2024
TXN0018943,2024-09-19,sale,CUST0018,smb,LOC004,LOC006,,storage_fee,6.15,,49.97,25.5,packaging,INV0006314,11/12/2024
TXN0001758,2024-06-20,sale,CUST0016,smb,LOC010,LOC005,,handling_fee,12.52,cartons,164.64,87.46,packaging,INV0000586,02/08/2024
TXN0013022,22/08/2024,sale,CUST0030,mid_market,LOC010,LOC007,,bulk_transport,11.72,tonnes,326.03,189.9,fuel,INV0004340,30-Oct-2024
TXN0007644,08-Jul-2024,sale,cust0033,enterprise,LOC004,LOC003,VEND008,bulk_transport,9.91,tonnes,150.43,62.13,packaging,INV0002548,2024-09-04
TXN0003680,12/08/2024,sale,CUST0022 ,smb,LOC010,LOC007,,fuel_surcharge,14.4,trips,651.13,371.0,tolls,INV0001226,10/01/2024
TXN0010051,03-Aug-2024,sale,CUST0009,smb,LOC004,LOC003,,storage_fee,2.57,,50.97,31.3,fuel,INV0003350,2024-08-09
TXN0019298,2025-01-27,sale,CUST0037,,LOC002,LOC007,,handling_fee,11.38,cartons,339.99,197.05,tolls,INV0006432,
TXN0003598,18-Mar-2024,sale,CUST0011,enterprise,LOC012,LOC009,VEND004,tanker_transport,4.26,litres,68.04,40.09,packaging,INV0001199,2024-06-07
TXN0016935,25-Aug-2025,sale,CUST0034,,LOC010,LOC004,,storage_fee,9.73,,76.11,33.21,tolls,INV0005645,2025-10-02
TXN0007410,26/03/2024,sale,CUST0009,mid_market,LOC010,LOC001,,handling_fee,10.74,cartons,454.52,318.84,tolls,INV0002470,05/10/2024
TXN0009815,21-Mar-2025,sale,CUST0017,,LOC007,LOC006,,fuel_surcharge,19.08,trips,619.46,440.0,maintenance,INV0003271,25-Mar-2025
TXN0008958,2025-07-08,sale,CUST0009 ,,LOC001,LOC012,,storage_fee,9.87,,419.38,329.9,tolls,INV0002986,21-Aug-2025
TXN0006278,2024-09-13,sale,CUST0007,mid_market,LOC012,LOC009,,bulk_transport,0.68,tonnes,22.25,17.6,labor,INV0002092,10/09/2024
TXN0013555,27-Jul-2025,sale,CUST0026,,LOC001,LOC012,,storage_fee,12.01,,308.31,155.93,labor,INV0004518,10/13/2025
TXN0016485,20-Mar-2024,sale,CUST0022,smb,LOC011,LOC002,VEND012,fuel_surcharge,18.54,trips,284.83,125.04,tolls,INV0005495,11-May-2024
TXN0006319,15-May-2025,sale,CUST0027,,LOC001,LOC012,,documentation_fee,12.31,,452.04,315.75,maintenance,INV0002106,09-Aug-2025
TXN0014558,18/12/2024,sale,CUST0025,mid_market,LOC004,LOC006,,fuel_surcharge,9.54,trips,283.29,197.91,fuel,INV0004852,18/02/2025
TXN0012933,27/08/2025,sale,CUST0018,,LOC005,LOC001,,fuel_surcharge,17.36,trips,713.34,296.65,fuel,INV0004311,08-Nov-2025
TXN0009405,04/05/2024,sale,CUST0014,smb,LOC010,LOC005,,storage_fee,16.06,,280.59,141.05,maintenance,INV0003135,06/24/2024
TXN0001780,2024-02-25,sale,CUST0007,mid_market,LOC011,LOC012,VEND010,fuel_surcharge,11.6,trips,118.28,93.35,fuel,INV0000593,18-May-2024
TXN0009723,2025-04-17,sale,CUST0037,mid_market,LOC008,LOC010,,storage_fee,5.51,,186.72,106.92,maintenance,INV0003241,21/05/2025
TXN0016161,17/07/2024,sale,CUST0023,,LOC008,LOC009,,fuel_surcharge,10.55,trips,509.04,215.91,packaging,INV0005387,05-Aug-2024
TXN0003822,08/24/2025,sale,CUST0032,smb,LOC010,LOC001,,documentation_fee,7.13,,322.64,160.14,maintenance,INV0001274,08/09/2025
TXN0014762,04/17/2024,sale,CUST0020,enterprise,LOC002,LOC007,VEND004,documentation_fee,11.46,,267.13,135.13,packaging,INV0004920,05/13/2024
TXN0019050,04/02/2024,sale,CUST0011,mid_market,LOC008,LOC009,,documentation_fee,4.94,,173.5,78.43,maintenance,INV0006350,04/10/2024
TXN0005837,08/05/2024,sale,CUST0023,,LOC008,LOC010,VEND010,storage_fee,10.4,,494.25,350.89,tolls,INV0001945,13/07/2024
TXN0017264,02/02/2025,sale,CUST0004,enterprise,LOC004,LOC006,,tanker_transport,9.35,litres,166.51,118.11,tolls,INV0005754,04/01/2025
TXN0013734,2024-05-10,sale,CUST0037,,LOC010,LOC006,VEND014,documentation_fee,9.31,,235.09,125.39,packaging,INV0004578,05-Jun-2024
TXN0005044,05/07/2024,sale,CUST0032,,LOC012,LOC009,VEND004,fuel_surcharge,8.27,trips,262.65,160.12,fuel,INV0001681,19-Jul-2024
TXN0008972,25-Jan-2024,sale,CUST0006,smb,LOC007,LOC002,,tanker_transport,5.71,litres,192.8,107.86,packaging,INV0002990,02/28/2024
TXN0003838,03/25/2025,sale,CUST0026,enterprise,LOC007,LOC004,,freight_charge,8.69,trips,130.67,73.27,maintenance,INV0001279,22-May-2025
TXN0006351,2025-06-05,sale,CUST0003,enterprise,LOC007,LOC002,,handling_fee,9.92,cartons,157.1,,,INV0002117,07/05/2025
TXN0009690,01-Dec-2024,sale,CUST0007,enterprise,LOC012,LOC009,,bulk_transport,6.2,tonnes,197.27,139.53,packaging,INV0003230,01/27/2025
TXN0014428,2024-07-27,sale,CUST0005,enterprise,LOC007,LOC004,VEND010,storage_fee,15.3,,332.49,245.19,packaging,INV0004809,16/10/2024
TXN0016776,08/12/2025,credit_note,CUST0029,smb,LOC005,LOC004,,freight_charge,0.81,trips,17.03,,,INV0005592,2025-10-05
TXN0009924,2024-01-26,sale,CUST0012,,LOC007,LOC006,VEND007,tanker_transport,15.47,litres,148.73,73.79,tolls,INV0003308,11/03/2024
TXN0009039,26/04/2024,sale,CUST0022,smb,LOC003,LOC012,VEND007,fuel_surcharge,9.47,,466.21,293.69,maintenance,INV0003013,06/03/2024
TXN0014886,2025-02-14,sale,CUST0006,smb,LOC004,LOC006,,fuel_surcharge,10.35,trips,-57.24,-37.4,labor,INV0004962,03/05/2025
TXN0007790,2025-01-06,sale,CUST0022 ,smb,LOC010,LOC006,VEND006,handling_fee,6.05,cartons,112.28,77.51,labor,INV0002596,05/04/2025
TXN0012359,26/06/2024,sale,CUST0038,smb,LOC007,LOC004,,handling_fee,5.9,cartons,201.79,104.12,packaging,INV0004119,13-Sep-2024
TXN0015274,2025-02-01,cancelled,CUST0038,mid_market,LOC010,LOC001,,tanker_transport,10.91,litres,218.6,135.48,packaging,INV0005091,02/07/2025
TXN0012827,07/20/2024,sale,CUST0027,smb,LOC009,LOC004,VEND013,bulk_transport,9.95,tonnes,136.81,72.9,packaging,INV0004275,2024-08-09
TXN0009060,04/04/2025,sale,cust0039,mid_market,LOC010,LOC006,,handling_fee,11.08,cartons,307.96,222.26,tolls,INV0003020,04/08/2025
TXN0017293,08/08/2025,sale,CUST0031,enterprise,LOC012,LOC009,,storage_fee,8.29,,0.0,0.0,labor,INV0005764,28/10/2025
TXN0002984,12/17/2024,sale,CUST0004,smb,LOC010,LOC004,VEND010,documentation_fee,11.0,,277.52,146.84,tolls,INV0000994,18/12/2024
TXN0003279,2024-10-24,sale,CUST0005,,LOC010,LOC006,,fuel_surcharge,10.35,trips,247.51,137.79,labor,INV0001093,
TXN0002815,26-Apr-2024,sale,CUST0022,mid_market,LOC012,LOC009,,bulk_transport,14.29,tonnes,197.3,133.9,tolls,INV0000938,
TXN0002649,2024-03-24,sale,CUST0039,smb,LOC011,LOC012,,freight_charge,15.68,trips,607.69,266.68,packaging,INV0000883,
TXN0004923,04-Aug-2024,sale,CUST0040,enterprise,LOC005,LOC004,,freight_charge,9.31,trips,439.34,286.75,tolls,INV0001641,31-Aug-2024
TXN0012334,13/03/2024,sale,CUST0038,enterprise,LOC009,LOC002,VEND009,tanker_transport,7.97,litres,171.09,69.83,tolls,INV0004111,17-May-2024
TXN0002347,03/01/2024,sale,CUST0008,,LOC007,LOC006,VEND009,tanker_transport,11.44,litres,162.51,,,INV0000782,24-Feb-2024
TXN0018504,25-Jun-2024,sale,CUST0020 ,smb,LOC004,LOC009,,storage_fee,11.53,,363.36,267.58,packaging,INV0006168,2024-09-18
TXN0012681,2024-04-19,cancelled,CUST0024,enterprise,LOC009,LOC002,,fuel_surcharge,15.33,trips,296.74,194.58,maintenance,INV0004227,02-May-2024
TXN0010415,2025-06-20,sale,cust0014,smb,LOC005,LOC001,,storage_fee,5.78,,0.0,0.0,fuel,INV0003471,05-Jul-2025
TXN0006635,2024-02-13,sale,CUST0021,mid_market,LOC007,LOC002,,freight_charge,9.81,trips,177.44,128.96,fuel,INV0002211,18-Feb-2024
TXN0015529,2025-03-01,sale,CUST0026 ,mid_market,LOC002,LOC004,,storage_fee,10.57,,109.17,71.47,fuel,INV0005176,15-May-2025
TXN0006708,05/01/2025,sale,cust0030,,LOC011,LOC002,VEND008,fuel_surcharge,7.15,trips,326.05,216.16,packaging,INV0002236,2025-07-06
TXN0001414,02-May-2024,sale,CUST0007,mid_market,LOC010,LOC004,,fuel_surcharge,17.25,trips,182.42,138.69,labor,INV0000471,2024-07-17
TXN0017305,05-Apr-2024,sale,CUST0003,smb,LOC005,LOC004,,bulk_transport,15.04,tonnes,148.26,89.97,packaging,INV0005768,2024-06-24
TXN0019516,19-Feb-2025,sale,cust0035,enterprise,LOC011,LOC002,,handling_fee,8.39,cartons,82.81,44.94,fuel,INV0006505,08-Apr-2025
TXN0006157,01/04/2024,sale,CUST0018,enterprise,LOC009,LOC002,VEND008,freight_charge,0.1,trips,3.91,2.11,tolls,INV0002052,16/01/2024
TXN0003033,2024-11-20,sale,CUST0022,,LOC010,LOC005,VEND011,handling_fee,5.31,cartons,262.04,177.27,tolls,INV0001011,
TXN0012041,01/02/2024,sale,CUST0012,,LOC008,LOC010,,documentation_fee,14.39,,272.59,184.57,fuel,INV0004013,01/28/2024
TXN0003628,25-Jan-2024,sale,CUST0026,,LOC005,LOC001,,bulk_transport,4.92,tonnes,114.65,52.47,maintenance,INV0001209,19/03/2024
TXN0011651,01/10/2024,sale,CUST0010,mid_market,LOC010,LOC006,,tanker_transport,10.84,litres,238.55,133.93,tolls,INV0003883,
TXN0012985,09/06/2024,sale,cust0030,enterprise,LOC010,LOC006,VEND005,documentation_fee,8.06,,263.29,147.39,fuel,INV0004328,2024-11-16
TXN0005556,17/02/2025,sale,CUST0038,enterprise,LOC002,LOC004,,fuel_surcharge,8.33,trips,202.43,130.79,tolls,INV0001852,24/03/2025
TXN0001348,16/10/2024,sale,CUST0037,,LOC012,LOC002,,handling_fee,12.65,cartons,405.37,220.08,fuel,INV0000449,11/24/2024
TXN0008495,2025-06-08,sale,cust0016,smb,LOC004,LOC009,,documentation_fee,7.64,,253.56,146.02,maintenance,INV0002831,26/06/2025
TXN0007063,23/11/2024,sale,CUST0005,enterprise,LOC005,LOC001,,freight_charge,9.25,,142.92,66.96,fuel,INV0002354,11/01/2025
TXN0018187,2024-07-01,sale,CUST0036,smb,LOC007,LOC004,,fuel_surcharge,13.8,trips,308.54,175.79,packaging,INV0006062,25-Sep-2024
TXN0005896,25/10/2024,sale,CUST0017,enterprise,LOC008,LOC009,VEND007,fuel_surcharge,3.52,trips,153.38,113.25,labor,INV0001965,06/12/2024
TXN0008562,07/02/2024,sale,CUST0019,smb,LOC005,LOC001,VEND014,handling_fee,10.79,cartons,174.42,,,INV0002854,17-Feb-2024
TXN0001618,13-May-2024,sale,CUST0023,mid_market,LOC012,LOC002,,freight_charge,15.05,trips,752.15,391.93,labor,INV0000539,15-May-2024
TXN0008471,15-Jul-2025,sale,CUST0031,enterprise,LOC002,LOC009,,fuel_surcharge,5.14,trips,80.09,55.28,labor,INV0002823,2025-09-14
TXN0007045,05/11/2024,sale, CUST0013,smb,LOC001,LOC011,VEND015,documentation_fee,7.8,,170.25,99.82,maintenance,INV0002348,19-Jun-2024
TXN0002924,08/17/2024,sale,CUST0007,enterprise,LOC011,LOC012,,freight_charge,6.32,trips,44.34,27.14,fuel,INV0000974,08/10/2024
TXN0003206,2025-03-11,sale,CUST0027,,LOC007,LOC006,VEND005,freight_charge,8.32,,388.72,179.27,tolls,INV0001068,03-Jun-2025
TXN0017666,04/04/2025,sale, CUST0025,smb,LOC005,LOC001,,tanker_transport,17.03,litres,799.23,441.76,tolls,INV0005888,
TXN0004274,06/05/2025,sale,CUST0010,mid_market,LOC011,LOC012,,freight_charge,10.01,trips,371.49,,,INV0001424,2025-06-11
TXN0011480,03/20/2024,sale,CUST0036,,LOC012,LOC002,,fuel_surcharge,10.88,trips,74.08,51.82,fuel,INV0003826,
TXN0013363,27/05/2024,sale,cust0028,enterprise,LOC002,LOC009,VEND006,fuel_surcharge,14.09,trips,467.49,243.59,fuel,INV0004454,15/08/2024
TXN0018626,14/02/2025,sale,CUST0023,enterprise,LOC004,LOC003,VEND015,tanker_transport,7.97,,66.23,40.75,maintenance,INV0006208,2025-04-01
TXN0010289,11-May-2024,sale,CUST0020,mid_market,LOC002,LOC004,VEND005,handling_fee,14.41,cartons,694.81,454.3,maintenance,INV0003429,2024-05-16
TXN0001950,2025-04-28,sale,CUST0035,enterprise,LOC001,LOC012,,storage_fee,16.23,,528.76,219.74,maintenance,INV0000650,09/05/2025
TXN0004829,03/19/2025,sale,CUST0003,smb,LOC002,LOC007,VEND015,freight_charge,8.28,trips,61.67,42.64,labor,INV0001609,04-Apr-2025
TXN0014238,07-May-2024,sale,CUST0039,enterprise,LOC002,LOC007,,handling_fee,12.42,cartons,535.79,299.74,tolls,INV0004746,2024-05-19
TXN0012929,23/09/2024,sale,CUST0034,enterprise,LOC010,LOC006,,storage_fee,6.36,,185.8,107.68,labor,INV0004309,03/12/2024
TXN0001068,24/11/2024,sale,CUST0027 ,mid_market,LOC009,LOC004,VEND006,documentation_fee,8.22,,87.57,54.42,maintenance,INV0000356,
TXN0003660,25-Sep-2024,sale,cust0033,mid_market,LOC005,LOC004,,tanker_transport,10.58,litres,223.43,130.92,fuel,INV0001220,20-Dec-2024
TXN0011026,17/05/2024,sale,CUST0032,mid_market,LOC002,LOC007,,storage_fee,13.0,,347.32,217.27,packaging,INV0003675,2024-07-13
TXN0002470,2025-06-04,sale,CUST0017,,LOC011,LOC002,,handling_fee,13.24,cartons,350.15,244.35,labor,INV0000823,16/06/2025
TXN0002274,2025-08-27,sale,CUST0006,enterprise,LOC010,LOC006,,storage_fee,13.89,,493.64,311.65,tolls,INV0000758,
TXN0001265,25/05/2025,sale,CUST0012,mid_market,LOC002,LOC009,,fuel_surcharge,0.1,trips,3.0,2.03,packaging,INV0000421,2025-07-21
TXN0014418,26-May-2025,sale,CUST0011,,LOC012,LOC009,VEND010,bulk_transport,10.01,,244.81,,,INV0004806,21-Aug-2025
TXN0007864,25/04/2024,sale,CUST0030,enterprise,LOC010,LOC006,,handling_fee,11.24,cartons,163.27,119.68,fuel,INV0002621,2024-06-19
TXN0019598,26-Dec-2024,sale,CUST0038,,LOC001,LOC011,VEND009,storage_fee,6.26,,190.83,79.02,labor,INV0006532,25/02/2025
TXN0003038,17-Dec-2024,sale, CUST0038,,LOC010,LOC005,,bulk_transport,12.26,tonnes,596.32,421.08,packaging,INV0001012,02/15/2025
TXN0014695,2025-03-18,sale,CUST0025,enterprise,LOC009,LOC004,,freight_charge,10.97,trips,442.97,203.74,fuel,INV0004898,26/05/2025
TXN0014299,2024-06-28,sale,CUST0012,smb,LOC005,LOC004,,freight_charge,9.8,trips,140.02,66.25,tolls,INV0004766,13/09/2024
TXN0008774,05-Jan-2024,sale, CUST0023,enterprise,LOC010,LOC005,VEND009,documentation_fee,12.41,,458.22,204.53,packaging,INV0002924,28/01/2024
TXN0014636,28-Feb-2024,sale,CUST0039,,LOC010,LOC001,VEND001,documentation_fee,12.32,,231.31,150.51,packaging,INV0004878,2024-05-10
TXN0005032,07/08/2024,sale,CUST0026,mid_market,LOC002,LOC009,,storage_fee,10.44,,416.49,179.33,packaging,INV0001677,2024-09-06
TXN0018572,24-Jul-2024,sale, CUST0016,enterprise,LOC011,LOC012,,storage_fee,8.37,,153.8,97.72,maintenance,INV0006190,2024-10-03
TXN0000347,23/04/2024,sale,CUST0017,mid_market,LOC005,LOC001,,bulk_transport,9.27,tonnes,-283.06,-158.2,tolls,INV0000115,2024-06-02
TXN0002260,08/01/2025,sale,CUST0007,mid_market,LOC005,LOC004,VEND007,storage_fee,13.08,,184.01,106.66,maintenance,INV0000753,22-Mar-2025
TXN0006277,11/09/2024,sale,CUST0029,enterprise,LOC012,LOC009,,handling_fee,11.67,cartons,466.74,368.46,maintenance,INV0002092,11/01/2025
TXN0009507,2025-04-27,sale,CUST0018,smb,LOC010,LOC007,VEND007,fuel_surcharge,15.13,trips,693.42,417.28,tolls,INV0003169,05/05/2025
TXN0007091,07/28/2025,sale,CUST0038 ,smb,LOC001,LOC011,,documentation_fee,14.65,,565.13,418.92,packaging,INV0002363,05-Sep-2025
TXN0015780,28-Jun-2024,credit_note,CUST0008,,LOC012,LOC002,,tanker_transport,7.86,litres,368.2,219.99,labor,INV0005260,24-Jul-2024
TXN0005880,2024-12-21,sale,cust0030,enterprise,LOC002,LOC009,,handling_fee,11.94,cartons,431.84,200.62,tolls,INV0001960,07/01/2025
TXN0004952,07/09/2024,sale,CUST0029,smb,LOC012,LOC002,,fuel_surcharge,5.16,trips,39.15,20.91,fuel,INV0001650,2024-11-27
TXN0008762,2024-09-22,sale,cust0040,enterprise,LOC012,LOC009,,documentation_fee,7.39,,140.7,77.45,maintenance,INV0002920,09/26/2024
TXN0001477,21/03/2024,sale,CUST0003,mid_market,LOC002,LOC007,VEND002,bulk_transport,7.46,tonnes,160.96,106.37,maintenance,INV0000492,2024-04-21
TXN0008372,2024-04-06,sale,CUST0028,,LOC012,LOC002,VEND014,storage_fee,10.96,,383.5,184.08,labor,INV0002790,15-May-2024
TXN0009226,2024-01-12,sale,CUST0019 ,smb,LOC012,LOC011,,tanker_transport,7.21,litres,233.13,119.45,labor,INV0003075,03/17/2024
TXN0017377,08/12/2024,sale,CUST0025,,LOC004,LOC003,,storage_fee,7.52,,287.97,126.15,packaging,INV0005792,2024-11-07
TXN0018787,05/06/2024,sale,CUST0012,enterprise,LOC002,LOC009,VEND004,bulk_transport,12.91,tonnes,468.26,304.28,tolls,INV0006262,03-Jul-2024
TXN0007248,2024-09-26,sale,CUST0014,mid_market,LOC011,LOC012,,documentation_fee,2.99,,135.49,90.26,labor,INV0002416,23-Dec-2024
TXN0000255,19-May-2024,sale,CUST0023 ,,LOC007,LOC006,VEND011,tanker_transport,16.67,litres,358.16,249.07,maintenance,INV0000085,24-Jun-2024
TXN0007283,08/05/2024,sale,CUST0020,,LOC012,LOC011,,freight_charge,8.14,trips,44.67,26.63,maintenance,INV0002427,2024-08-19
TXN0010263,2025-01-14,sale,CUST0023,,LOC008,LOC010,,freight_charge,16.85,trips,144.22,110.8,packaging,INV0003421,2025-04-07
TXN0004513,05/03/2024,sale,CUST0030,mid_market,LOC010,LOC007,VEND003,handling_fee,13.45,cartons,452.49,206.3,tolls,INV0001504,
TXN0000107,2025-06-27,sale,CUST0040,mid_market,LOC008,LOC009,,tanker_transport,10.79,litres,392.92,288.87,tolls,INV0000035,30/06/2025
TXN0003717,03/06/2025,sale,CUST0032,enterprise,LOC012,LOC011,,handling_fee,7.29,cartons,222.12,168.19,labor,INV0001239,29-Apr-2025
TXN0006702,16/09/2024,sale,CUST0036,mid_market,LOC001,LOC011,VEND005,documentation_fee,3.68,,145.34,115.92,labor,INV0002234,11/15/2024
TXN0000416,01/07/2024,sale,CUST0022,smb,LOC004,LOC006,VEND010,fuel_surcharge,9.18,trips,368.46,285.71,labor,INV0000138,09/04/2024
TXN0006516,16-Feb-2025,sale,CUST0013,mid_market,LOC004,LOC003,,fuel_surcharge,8.34,trips,71.32,41.16,maintenance,INV0002172,03/05/2025
TXN0013400,2024-12-27,sale,CUST0023,mid_market,LOC007,LOC006,,storage_fee,17.15,,147.22,114.23,labor,INV0004466,12-Mar-2025
TXN0010632,25/05/2024,sale,CUST0006,enterprise,LOC004,LOC009,,bulk_transport,7.74,tonnes,107.29,59.36,maintenance,INV0003544,2024-05-28
TXN0010583,25-Aug-2025,sale,CUST0011,enterprise,LOC008,LOC010,VEND009,fuel_surcharge,2.65,trips,77.43,47.47,packaging,INV0003527,29/09/2025
TXN0018280,2025-08-06,credit_note,CUST0014,mid_market,LOC012,LOC009,,tanker_transport,7.23,litres,154.55,88.37,fuel,INV0006093,2025-09-13
TXN0016954,19-Jun-2025,sale,CUST0002,,LOC012,LOC002,,tanker_transport,7.53,litres,304.24,132.26,labor,INV0005651,20/08/2025
TXN0016005,09/16/2024,sale,CUST0028,enterprise,LOC002,LOC007,VEND012,fuel_surcharge,5.58,trips,41.82,21.54,fuel,INV0005335,2024-09-22
TXN0019821,14-Feb-2024,sale,CUST0009,,LOC001,LOC011,,tanker_transport,6.23,litres,154.27,76.94,labor,INV0006607,14-Apr-2024
TXN0004606,11/23/2024,sale,CUST0021,enterprise,LOC010,LOC001,,freight_charge,15.25,trips,293.25,205.82,maintenance,INV0001535,2024-12-29
TXN0016744,2024-05-14,sale,CUST0030,mid_market,LOC003,LOC012,VEND015,tanker_transport,7.22,litres,116.95,69.28,tolls,INV0005581,07/12/2024
TXN0016166,2024-07-26,sale,CUST0022,mid_market,LOC005,LOC001,,tanker_transport,16.58,,215.74,140.59,packaging,INV0005388,09/17/2024
TXN0001900,12-Aug-2024,sale,CUST0011,mid_market,LOC007,LOC002,,freight_charge,6.17,trips,148.21,118.06,labor,INV0000633,2024-10-09
TXN0007565,22/03/2024,sale,CUST0003,smb,LOC005,LOC003,VEND002,tanker_transport,9.01,litres,243.45,109.15,labor,INV0002521,28/05/2024
TXN0019130,08/13/2025,sale, CUST0039,enterprise,LOC002,LOC004,,freight_charge,13.59,trips,415.73,176.76,fuel,INV0006376,2025-08-23
TXN0000039,28/05/2024,sale,CUST0027 ,smb,LOC007,LOC004,,fuel_surcharge,10.53,trips,397.14,280.96,labor,INV0000013,2024-06-06
TXN0013235,12/15/2024,sale,CUST0025,,LOC004,LOC003,,handling_fee,0.55,cartons,23.16,14.28,maintenance,INV0004411,03/10/2025
TXN0011890,02/14/2025,sale,CUST0038,,LOC007,LOC006,VEND004,fuel_surcharge,15.65,trips,197.83,,,INV0003963,2025-02-28
TXN0018304,13-Jun-2025,sale,CUST0036,mid_market,LOC012,LOC009,,storage_fee,11.9,,355.46,274.33,maintenance,INV0006101,23-Jun-2025
